state_id,origin_year,pick_slot,completed_picks,arm,action_player,action_player_key,room_idx,target_best_ball_points,freeze_hash,target_outcome_fingerprint,target_source_receipt_hash
dk:2017:slot1:depth0,2017,1,0,d128,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,20,2284.5,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d128,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,21,2216.04,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d128,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,22,2295.08,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d128,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,23,1910.7,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,0,2209.28,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,1,2253.88,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,2,2004.24,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,3,2140.48,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,4,2016.5400000000002,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,5,2182.84,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,6,2201.44,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,7,2073.14,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,8,2258.62,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,9,2169.08,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,10,2105.84,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,11,2013.1000000000001,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,12,2137.2400000000002,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,13,2192.1600000000003,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,14,1977.6399999999999,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,15,2235.46,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,16,1969.22,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,17,2226.66,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,18,2059.48,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,19,2116.08,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,20,2284.5,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,21,2216.04,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,22,2295.08,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth0,2017,1,0,d256,Julio Jones,f824ef36-97ae-5642-8948-82852afb41ab,23,1910.7,d77905a8311827c6227c68d30102a1a8aac3dfdcaf2a4e51c15a44bb99c6c7ad,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,0,2032.88,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,1,2020.4,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,2,1999.98,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,3,2052.34,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,4,2097.36,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,5,2093.84,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,6,2091.58,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,7,1943.4,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,8,2149.58,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,9,2145.08,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,10,2143.88,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,11,2021.8600000000001,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,12,2071.44,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,13,2153.08,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,14,2023.6599999999999,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,15,2210.2400000000002,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,16,1974.9,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
dk:2017:slot1:depth7,2017,1,7,d128,Theo Riddick,4c7d9699-fea7-531d-a994-de6c4823c9c5,17,2027.2400000000002,dbc2ffdf6f5c9c33b9c250b64f81574276ab8530372bf324b22d52b787c7567a,b06fccd9a9163ceea8bfc0fb26fb35ad8e1b09eefe5a1cc72d8bbaa3db3a0334,fcab32fc882cbd9a4b862f3bf1340efdd1ab9ff434ad6cba7e99df2701a05758
